"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0072164","GO:0072164","mesonephric tubule development","36/3609","80/14366",8.42912016451273e-05,0.0081484251232202,0.00687793239698432,"PBX1/AGT/KIF26B/RARB/ROBO2/PKD2/FGF2/SPRY1/ADAMTS16/FOXD1/FGF1/FOXC1/GLI3/SFRP1/EYA1/GATA3/DCHS1/WT1/SIX1/SIX4/FMN1/SMAD6/SMAD3/SOX8/SALL1/LHX1/HOXB7/NOG/SOX9/SMAD2/SMAD7/SMAD4/BMP2/SDC4/LAMA5/MAGED1",36
"GO:0090257","GO:0090257","regulation of muscle system process","69/3609","182/14366",8.44441600969032e-05,0.0081484251232202,0.00687793239698432,"ERRFI1/MTOR/SELENON/TRIM63/SLC9A1/PDE4B/ATP1A1/RGS4/ATP1B1/RGS2/ADORA1/MYBPH/AGT/FKBP1B/EHD3/CALM2/ASB3/LMCD1/KIT/NMU/PPP3CA/ITGA2/IL6ST/PDE4D/F2R/NKX2-5/EDN1/DDX39B/MLIP/CCN2/GTF2IRD1/DOCK4/STC1/NR4A3/KLF4/PRKG1/KCNMA1/PLCE1/GSTO1/GRK2/CTTN/ARHGAP42/SPX/ATP2B1/P2RX4/MIR17HG/PARP2/AKAP6/CALM1/SMAD3/ABAT/NOL3/ORMDL3/JUP/SPHK1/ROCK1/DSG2/SMAD7/SMAD4/DAPK3/PIN1/PRKACA/DMPK/CALM3/TRPM4/TNNT1/MYL9/ADA/PDE9A",69
"GO:0048701","GO:0048701","embryonic cranial skeleton morphogenesis","22/3609","41/14366",8.46272922424013e-05,0.0081484251232202,0.00687793239698432,"SLC39A1/PRRX1/TGFBR2/SETD2/NIPBL/RUNX2/MTHFD1L/TWIST1/HOXA2/GLI3/TGFBR1/TULP3/CHST11/MMP14/SIX1/SIX4/SMAD3/LHX1/EIF4A3/SMAD2/SLC39A3/TBX1",22
"GO:0010634","GO:0010634","positive regulation of epithelial cell migration","57/3609","144/14366",8.74956025997302e-05,0.0081484251232202,0.00687793239698432,"PIK3CD/MTOR/TGFB2/AGT/ADAM17/RTN4/NRP2/IQSEC1/TGFBR2/GATA2/KDR/FGF2/VEGFC/ITGA2/PLK2/FGF1/EDN1/HDAC9/ANGPT1/ENPP2/HAS2/ANXA1/ABL1/GATA3/JCAD/NRP1/PIK3C2A/ETS1/HDAC7/P2RX4/SCARB1/PRKD1/HIF1A/RHOJ/LGMN/AKT1/THBS1/CTSH/PDPK1/PLCG2/PFN1/STAT5A/GRN/ITGB3/ITGA3/MAP3K3/SOX9/GPI/TGFB1/FUT1/ANGPT4/RIN2/MMP9/HMOX1/PDGFB/TMSB4X/SRPX2",57
"GO:0019932","GO:0019932","second-messenger-mediated signaling","87/3609","241/14366",8.8140814796383e-05,0.0081484251232202,0.00687793239698432,"CAMTA1/MTOR/RCAN3/SLC9A1/CAP1/NOS1AP/ATP1B1/RGS2/NR5A2/AGT/FKBP1B/CALM2/EIF2AK3/PDE11A/DGKD/LMCD1/HRH1/CCR1/GSK3B/P2RY12/HTT/KDR/EPHA5/PPP3CA/NDNF/GUCY1B1/ADCY2/PDE4D/SPINK1/EDN1/CAP2/RCAN2/PDE7B/ADGRG6/PDE10A/AQP1/EGFR/LAT2/CD36/PPP1R9A/PPP3CC/PDE7A/RIMS2/SYK/PRKG1/EIF4EBP2/PLCE1/GSTO1/ADM/PDE3B/PTPRJ/TPCN2/PDE3A/ITPR2/RAPGEF3/NUDT4/P2RX7/P2RX4/EDNRB/NFATC4/AKAP6/CALM1/SLC24A4/THBS1/CHP1/MCTP2/PDPK1/NFAT5/PLCG2/CDH13/KSR1/MAPT/SOX9/SPHK1/MCOLN1/PRKACA/ADGRL1/DMPK/CALM3/TRPM4/PPP2R1A/PRNP/ADA/RCAN1/PDE9A/GPR143/HTR2C",87
"GO:0043473","GO:0043473","pigmentation","40/3609","92/14366",8.99223197756388e-05,0.0081484251232202,0.00687793239698432,"SNAPIN/ZEB2/BBS5/MITF/HPS3/USP13/KIT/SHROOM3/BBS7/SLC45A2/FIG4/ENPP1/RAB32/GLI3/SNAI2/HPS1/MYO7A/RAB38/TYR/ARCN1/ADAMTS20/CD63/PMEL/DCTN2/EDNRB/DCT/OCA2/MYO5A/RAB27A/CDH3/NF1/RAB27B/AP3D1/MFSD12/BLOC1S3/MKKS/HPS4/SOX10/GPR143/ATP7A",40
"GO:0031954","GO:0031954","positive regulation of protein autophosphorylation","16/3609","26/14366",9.0100188642717e-05,0.0081484251232202,0.00687793239698432,"CALM2/RAP2B/PDGFC/VEGFC/PDGFA/GPNMB/NBN/MRE11/CALM1/IQGAP1/TAOK2/TOM1L1/ACE/CALM3/PDGFB/RAP2C",16
"GO:0008360","GO:0008360","regulation of cell shape","56/3609","141/14366",9.02546347062023e-05,0.0081484251232202,0.00687793239698432,"FBLIM1/EPB41/PLXNA2/CDC42EP3/RND3/FMNL2/PLXNA1/PLXND1/WDR1/KIT/KDR/SHROOM3/MYO10/HEXB/RASA1/CSF1R/PHIP/BVES/FYN/STRIP2/PLXNA4/PTN/PRAG1/DLC1/RHOBTB2/ANXA1/FGD3/LPAR1/BAMBI/RHOBTB1/DNMBP/PARVA/RDX/EPS8/ITGA7/PLXNC1/RHOF/COCH/FERMT2/RHOJ/CYFIP1/ATP10A/C15orf62/TAOK2/CORO1A/MYH10/CDC42EP4/ARHGDIA/EPB41L3/DAPK3/ARHGEF18/ITGB2/S100B/RAC2/FGD1/MSN",56
"GO:0006906","GO:0006906","vesicle fusion","41/3609","95/14366",9.03835551210432e-05,0.0081484251232202,0.00687793239698432,"VAMP3/ATP13A2/STX12/SEC22B/SNAPIN/SNAP47/YIPF4/DYSF/FER1L5/TGFBRAP1/ARL8B/RAB7A/VPS8/USO1/SNCA/SEPTIN8/YIPF5/STX7/STX11/STX1A/ANXA1/STXBP1/PIP4K2A/KIF5B/STX3/VPS11/VAMP1/EEA1/STXBP6/CHP1/VPS39/SNAP23/RAB8B/PRRT2/CORO1A/STX1B/PIP4K2B/PLEKHM1/SPHK1/RAB8A/SNAP29",41
"GO:0060675","GO:0060675","ureteric bud morphogenesis","26/3609","52/14366",9.54782481192612e-05,0.00833866352650139,0.00703850905533143,"PBX1/AGT/KIF26B/PKD2/FGF2/ADAMTS16/FOXD1/FGF1/GLI3/EYA1/GATA3/DCHS1/WT1/SIX1/SIX4/FMN1/SOX8/SALL1/LHX1/HOXB7/NOG/SOX9/SMAD4/BMP2/LAMA5/MAGED1",26
"GO:0061614","GO:0061614","pri-miRNA transcription by RNA polymerase II","26/3609","52/14366",9.54782481192612e-05,0.00833866352650139,0.00703850905533143,"JUN/TGFB2/PPARG/GATA2/FGF2/TERT/NR3C1/PPARD/KLF4/GATA3/TEAD1/WT1/ETS1/KLF5/NFATC4/HIF1A/FOS/SMAD6/SMAD3/SOX9/SMAD4/TGFB1/BMP2/PDGFB/SREBF2/APLN",26
"GO:0050900","GO:0050900","leukocyte migration","94/3609","265/14366",9.94119558228255e-05,0.00833866352650139,0.00703850905533143,"TNFRSF14/PIK3CD/NBL1/PDE4B/GBA/ADORA1/TGFB2/ADAM17/EMILIN1/DPP4/ITGA4/HRH1/MYD88/CCR1/CD47/GCSAM/CD200/PODXL2/CHST2/P2RY12/IL12A/APOD/WDR1/KIT/CXCL6/CXCL1/CXCL5/CXCL3/CXCL2/VEGFC/PTGER4/CCL28/ITGA2/F2RL1/SLC12A2/CSF1R/EDN1/FYN/SERPINE1/PTN/TRIM55/EXT1/CCN3/DOCK8/ANXA1/SYK/NINJ1/GATA3/ALOX5/ADAM8/CD81/SWAP70/SAA1/MDK/VEGFB/FADD/TIRAP/ST3GAL4/JAM3/C3AR1/PTPRO/EPS8/IRAK4/P2RX4/EDNRB/MMP14/LGALS3/PGF/LGMN/AKT1/THBS1/ADAM10/CORO1A/PYCARD/NOD2/CHST4/CCL18/ITGA2B/PECAM1/ROCK1/TNFRSF11A/RPS19/TRPM4/SIRPA/PLCB1/ADA/MMP9/ITGB2/MAPK1/HMOX1/RAC2/PDGFB/XG/MSN",94
"GO:0045765","GO:0045765","regulation of angiogenesis","91/3609","255/14366",9.9421194859985e-05,0.00833866352650139,0.00703850905533143,"PIK3CD/EPHA2/HSPG2/JAK1/F3/SARS1/EFNA3/EFNA1/CHI3L1/VASH2/TGFB2/AGT/EMILIN1/IL1A/STAT1/PPARG/TGFBR2/GATA2/PLXND1/KDR/FGF2/GAB1/VEGFC/TERT/ISL1/PLK2/ERAP1/SEMA6A/SLC12A2/FGF1/SPINK5/FOXC1/TNFAIP3/THBS2/TWIST1/ITGB8/GPNMB/HOXA5/AQP1/SERPINE1/TSPAN12/PTN/HIPK2/SFRP1/MTDH/ENPP2/NINJ1/KLF4/ABL1/JCAD/NRP1/ALOX5/RNH1/STIM1/ADM/PDE3B/HTATIP2/MDK/VEGFB/ETS1/C3AR1/RAPGEF3/HMGA2/COL4A2/PRKD1/HIF1A/RHOJ/PGF/WARS1/THBS1/CTSH/MINAR1/PDPK1/EMP2/PRKCB/NF1/JUP/GRN/SPHK1/PTPRM/ROCK1/GATA6/KLF2/YJEFN3/FUT1/ANGPT4/ISM1/ADAMTS1/HMOX1/ADM2/MECP2",91
"GO:0007409","GO:0007409","axonogenesis","127/3609","377/14366",0.000100892491451737,0.00833866352650139,0.00703850905533143,"EPHA2/EPHB2/LYPLA2/DOCK7/LPAR3/AMIGO1/NGF/SEMA6C/EFNA4/EFNA3/EFNA1/LHX4/LAMC2/LHX9/PLXNA2/GDF7/SPAST/RTN4/SEMA4C/TTL/ITGA4/TRAK2/NRP2/GBX2/TRAK1/ROBO2/EPHA6/GAP43/GSK3B/PLXNA1/PLXND1/RYK/SHOX2/SKIL/UCHL1/EPHA5/RUFY3/NKX6-1/BMPR1B/PALLD/ISL1/FOXD1/SEMA6A/SLIT3/TUBB2B/FYN/TIAM2/HOXA2/GLI3/COBL/SEMA3A/PLXNA4/FZD3/KIF13B/EXT1/STXBP1/ABL1/OLFM1/GATA3/KIF5B/NRP1/MYPN/ZFYVE27/SEMA4G/SHTN1/APBB1/EIF4G2/PAX6/CTTN/PICALM/NECTIN1/ROBO3/ROBO4/FEZ1/PTPRO/KIF5A/PLXNC1/ATP8A2/SPART/POU4F1/SLITRK6/SLITRK5/ATL1/NIN/NRXN3/FLRT2/RPS6KA5/CYFIP1/SEMA6D/MAP2K1/NPTN/SIN3A/ISL2/METRN/TAOK2/EFNB3/TRPV2/LHX1/CNP/MAPT/WNT3/NOG/NPTX1/LAMA1/PTPRM/AFG3L2/LAMA3/CDH2/RNF165/SMAD4/SEMA6B/PTPRS/RAB8A/BRSK1/B4GALT5/PARD6B/LAMA5/S100B/NEFH/RAC2/USP9X/OPHN1/PAK3/SLC9A6/MCF2/SLITRK4/GDI1",127
"GO:0048284","GO:0048284","organelle fusion","52/3609","129/14366",0.000101031588802321,0.00833866352650139,0.00703850905533143,"VAMP3/MFN2/ATP13A2/MUL1/STX12/SEC22B/SNAPIN/SNAP47/YIPF4/DYSF/FER1L5/TGFBRAP1/MFF/PID1/ARL8B/RAB7A/VPS8/USO1/SNCA/SEPTIN8/YIPF5/STX7/STX11/STX1A/CHCHD3/ANXA1/STXBP1/PIP4K2A/KIF5B/STX3/VPS11/VAMP1/EEA1/STXBP6/ADCK1/VPS18/CHP1/VPS39/SNAP23/RAB8B/PRRT2/CORO1A/STX1B/PLD6/PIP4K2B/VAT1/PLEKHM1/SPHK1/AFG3L2/RAB8A/VPS16/SNAP29",52
"GO:0001501","GO:0001501","skeletal system development","144/3609","436/14366",0.000104319670544469,0.00849046207486925,0.00716663935509441,"EPHA2/ALPL/WASF2/P3H1/CCN1/COL11A1/CTSK/SLC39A1/THBS3/ASH1L/PBX1/PRRX1/CHI3L1/PRELP/TGFB2/WNT9A/MBOAT2/PKDCC/EIF2AK3/ACVR2A/DLX1/HOXD13/HOXD4/COL5A2/SATB2/RARB/TGFBR2/CSRNP1/SETD2/RYK/TIPARP/SHOX2/TP63/KIT/BMPR1B/SLC9B2/PITX2/FGF2/FBXW7/PDGFC/ANKH/SPEF2/NIPBL/PTGER4/HEXB/VCAN/LOX/TGFBI/SH3PXD2B/FOXC1/BMP6/EDN1/MAPK14/RUNX2/GJA1/CCN2/CITED2/MTHFD1L/SCIN/TWIST1/ITGB8/HOXA2/HOXA3/HOXA5/GLI3/COL1A2/DLX6/LRRC17/CREB3L2/INSIG1/LOXL2/STC1/SFRP1/SNAI2/EYA1/OSR2/EXT1/TNFRSF11B/CCN3/HAS2/CCN4/PCSK5/TGFBR1/COL27A1/PIP4K2A/ABI1/ARID5B/COL13A1/PAPSS2/DCHS1/SOX6/EXT2/MDK/LTBP3/SNX19/TULP3/MGP/WNT10B/HOXC4/ZNF385A/HMGA2/ALX1/LUM/CHST11/TBX3/MMP14/SIX1/SIX4/HIF1A/FMN1/SMAD3/XYLT1/MAF/RFLNB/CTC1/LHX1/HSD17B1/HOXB2/HOXB7/MBTD1/NOG/SOX9/EIF4A3/SLC38A10/SMAD2/SMAD7/SLC39A3/ACP5/RYR1/TGFB1/BMP2/MKKS/TGM2/MMP9/SLC2A10/ETS2/TBX1/EP300/ARSL/PHEX/EBP/AMER1/ATP7A/ATP6AP1",144
"GO:0048863","GO:0048863","stem cell differentiation","68/3609","180/14366",0.000107312738856769,0.00861441985891325,0.00727126978930005,"PHACTR4/PEF1/MTF2/SEMA6C/ZNF281/TGFB2/HNRNPU/KDM3A/SEMA4C/NRP2/GBX2/SETD2/TP63/KIT/PITX2/FGF2/ISL1/SEMA6A/NKX2-5/FOXC1/EDN1/RBM24/RUNX2/CITED2/TWIST1/SEMA3A/PTN/SFRP1/SNAI2/EXT1/MLLT3/ABL1/NELFB/NRP1/SEMA4G/TRIM6/SOX6/LTBP3/FOLR1/YAP1/A2M/PRICKLE1/KRT18/HMGA2/ALX1/CORO1C/EDNRB/FOXA1/HIF1A/BATF/SEMA6D/SHC4/SOX8/EPOP/WNT3/MSI2/TBX2/ACE/SOX9/GATA6/CDH2/SMAD4/SEMA6B/LAMA5/TBX1/MAPK1/LIF/SOX10",68
"GO:0061098","GO:0061098","positive regulation of protein tyrosine kinase activity","24/3609","47/14366",0.00011518374660679,0.0091213075015647,0.00769912411529595,"EFNA1/ADORA1/AGT/ADAM17/TGFA/DOCK3/EPGN/EREG/AREG/BTC/FBXW7/CSF1R/NEDD9/ABI1/AFAP1L2/NOX4/ERBB3/GPRC5B/SRCIN1/ACE/PRNP/PTPN1/CASS4/PDGFB",24
"GO:0010632","GO:0010632","regulation of epithelial cell migration","77/3609","210/14366",0.000122974313145455,0.00959506915958765,0.00809901742067583,"PIK3CD/MTOR/EPHA2/EFNA1/TGFB2/AGT/ADAM17/RTN4/NRP2/PPARG/IQSEC1/TGFBR2/GATA2/KDR/FGF2/FBXW7/VEGFC/ITGA2/PLK2/ARSB/FGF1/EDN1/HDAC9/SEMA3A/PTN/STC1/ANGPT1/ENPP2/HAS2/ANXA1/KLF4/ABL1/GATA3/JCAD/NRP1/MMRN2/PIK3C2A/ETS1/HDAC7/PTPRR/CORO1C/P2RX4/SCARB1/PRKD1/HIF1A/RHOJ/LGMN/AKT1/THBS1/DNAJA4/CTSH/PDPK1/EMP2/PLCG2/PFN1/NF1/JUP/STAT5A/GRN/ITGB3/ITGA3/MAP3K3/SOX9/PTPRM/GPI/TGFB1/FUT1/ANGPT4/RIN2/MMP9/HMOX1/CARD10/SH3BP1/PDGFB/TMSB4X/SRPX2/MECP2",77
"GO:0045785","GO:0045785","positive regulation of cell adhesion","121/3609","358/14366",0.000124441169987826,0.00959506915958765,0.00809901742067583,"TNFRSF14/JAK1/CCN1/CD46/TGFB2/HLX/ITPKB/NID1/ZP4/KIF26B/EMILIN1/SOCS5/NCK2/IL1A/DPP4/ITGA4/ICOS/IGFBP2/TGFBR2/MAGI1/NFKBIZ/CD47/CCDC80/GSK3B/CHST2/P2RY12/IL12A/KDR/PPP3CA/LEF1/NDNF/MYO10/CCL28/ITGA2/IL6ST/HAVCR2/ADAM19/NEDD9/CARMIL1/HLA-E/HLA-DPB1/FYN/VNN1/CITED2/AFDN/CARD11/CYTH3/GLI3/CD36/PODXL/PTN/SFRP1/IL7/ANGPT1/HAS2/DOCK8/TESK1/ANXA1/SYK/NR4A3/ABL1/GATA3/RSU1/MAP3K8/NRP1/ALOX5/VSIR/ADAM8/CD81/SAA1/HSD17B12/MDK/PTPRJ/STX3/FADD/ATM/ST3GAL4/ETS1/FOXA1/FERMT2/AKT1/FMN1/RASGRP1/FRMD5/SMAD3/CD276/IQGAP1/EMP2/CORO1A/PYCARD/NOD2/NFAT5/CHST4/CDH13/FOXF1/EFNB3/FLCN/FLOT2/JUP/ITGA3/UNC13D/P4HB/ROCK1/SMAD7/MALT1/AP3D1/EBI3/CD70/FUT1/MYADM/SIRPA/FERMT1/RIN2/TGM2/ADA/STK4/SDC4/CASS4/ITGB2/LIF/PDGFB",121
"GO:0070482","GO:0070482","response to oxygen levels","106/3609","307/14366",0.000126962200822228,0.00966231814049684,0.00815578102069242,"GNB1/MTOR/AGTRAP/PLOD1/HP1BP3/SLC9A1/OPRD1/SLC2A1/PLK3/TGFBR3/USF1/ATP1B1/ADORA1/MDM4/KCNK2/TGFB2/CAPN2/ADAM17/CCDC115/DPP4/SCN2A/PDK1/VHL/ATG7/TGFBR2/ATP6V1A/CPEB2/NDNF/VEGFC/TERT/ITGA2/PDGFRB/EDN1/PPARD/CCN2/CITED2/TWIST1/AQP1/KCND2/PTN/HIPK2/LOXL2/STC1/SFRP1/POLB/UBQLN1/ALAD/ATP6V1G1/SLC2A8/PLAU/KCNMA1/ANKRD1/ADAM8/ADM/VEGFB/NOX4/CASP1/CARD16/CRYAB/HYOU1/CBL/ETS1/APOLD1/ITPR2/SLC11A2/HSP90B1/MMP14/AJUBA/HIF1A/ZFP36L1/PGF/AKT1/THBS1/SMAD3/CPEB1/HMOX2/ABAT/NOL3/ATP6V0D1/ALKBH5/NF1/CYGB/P4HB/GATA6/SMAD4/PMAIP1/PIN1/WTIP/RYR1/SIRT2/XRCC1/ANGPT4/BMP2/TM9SF4/ADA/S100B/HMOX1/EP300/ATP7A/AIFM1/MECP2/ATP6AP1/ATP6/ND4/ND5/CYTB",106
"GO:0002275","GO:0002275","myeloid cell activation involved in immune response","32/3609","70/14366",0.000142590045077736,0.0106022448829694,0.00894915550656968,"PIK3CD/S100A13/DYSF/FER1L5/NMI/MYD88/GATA2/KIT/F2RL1/HAVCR2/DOCK2/LAT2/SYK/NR4A3/STXBP1/PI4K2A/GAB2/CBL/RASGRP1/SNAP23/PDPK1/PYCARD/ITGAM/PLCG2/FOXF1/GRN/UNC13D/STXBP2/SPHK2/ITGB2/HMOX1/RAC2",32
"GO:0072171","GO:0072171","mesonephric tubule morphogenesis","26/3609","53/14366",0.000142931287671431,0.0106022448829694,0.00894915550656968,"PBX1/AGT/KIF26B/PKD2/FGF2/ADAMTS16/FOXD1/FGF1/GLI3/EYA1/GATA3/DCHS1/WT1/SIX1/SIX4/FMN1/SOX8/SALL1/LHX1/HOXB7/NOG/SOX9/SMAD4/BMP2/LAMA5/MAGED1",26
"GO:0048562","GO:0048562","embryonic organ morphogenesis","85/3609","238/14366",0.000160706958433503,0.0117717847052541,0.00993634207472409,"EPHA2/MFAP2/EPHB2/PHACTR4/COL11A1/SLC39A1/EFNA1/PRRX1/HLX/ID2/OTX1/BBS5/HOXD4/SATB2/GBX2/RARB/TGFBR2/SETD2/LRIG1/IFT57/GATA2/PLS1/ZIC1/SHOX2/CHRNA9/PKD2/BBS7/NIPBL/NKX2-5/EDN1/RUNX2/TBX18/SOBP/CITED2/MTHFD1L/TWIST1/HOXA2/HOXA3/HOXA5/GLI3/DLX6/HIPK2/INSIG1/FZD3/EYA1/OSR2/FZD6/CTHRC1/TGFBR1/GATA3/PAX6/FOLR1/MYO7A/YAP1/TULP3/HOXC4/ALX1/CHST11/TBX3/ATP8A2/SETDB2/SLITRK6/MMP14/SIX1/SIX4/HIF1A/SMAD3/STRA6/ALDH1A3/NDRG4/FOXF1/LHX1/FZD2/HOXB2/HOXB7/NOG/TBX2/SOX9/EIF4A3/TTC39C/SMAD2/SLC39A3/MKKS/TBX1/MAPK1",85
"GO:0000271","GO:0000271","polysaccharide biosynthetic process","29/3609","62/14366",0.000176035064303669,0.0124278395231646,0.0104901056079308,"MTOR/ACADM/HS2ST1/PPP1CB/PER2/GBE1/GSK3B/GYG1/NHLRC1/ENPP1/PPP1R3B/EXT1/HAS2/PPP1R3C/SORBS1/EXT2/AKT1/SELENOS/B3GNT9/HAS3/B3GNT3/TGFB1/GYS1/AP2A1/B4GALT5/PPP1R3D/PDGFB/GYG2/PPP1R3F",29
"GO:0072088","GO:0072088","nephron epithelium morphogenesis","29/3609","62/14366",0.000176035064303669,0.0124278395231646,0.0104901056079308,"PBX1/AGT/KIF26B/STAT1/PKD2/FGF2/ADAMTS16/FOXD1/FGF1/GLI3/EYA1/GATA3/DCHS1/WT1/SIX1/SIX4/FMN1/SOX8/SALL1/LHX1/WNK4/HOXB7/NOG/SOX9/SMAD4/BMP2/LAMA5/LIF/MAGED1",29
"GO:0051347","GO:0051347","positive regulation of transferase activity","157/3609","486/14366",0.000176625404798696,0.0124278395231646,0.0104901056079308,"PARK7/MTOR/EPHA2/EPHB2/CCN1/RAP1A/JTB/CKS1B/EFNA1/DUSP12/NEK7/ADORA1/CHI3L1/NEK2/TGFB2/AGT/ADAM17/SPDYA/CALM2/ETAA1/TGFA/MERTK/DUSP19/STRADB/CAB39/COPS8/CAMK1/TGFBR2/MST1R/DOCK3/EPHA6/CD200/RYK/P2RY12/KIT/KDR/EPHA5/MOB1B/EPGN/EREG/AREG/BTC/PKD2/SNCA/BMPR1B/CENPE/FGF2/FBXW7/PDGFC/VEGFC/ACSL1/SERINC5/PRRC1/FGF1/CSF1R/PDGFRB/NEDD9/EDN1/DDR1/CCND3/SERINC1/TPD52L1/MAP3K5/SNX9/MAP3K4/PDGFA/EGFR/PPP1R9A/ARHGEF5/TNKS/TNFRSF10A/CLU/NBN/ANGPT1/ADCY8/VLDLR/TOPORS/SYK/CDC14B/KLF4/TNFSF15/ABL1/ABI1/NRG3/AFAP1L2/ADAM8/CD81/AMBRA1/MADD/ZFP91/INCENP/MAP3K11/CCND1/NOX4/MRE11/SORL1/TIRAP/GPRC5A/ERBB3/AGAP2/HMGA2/TAOK3/PIBF1/AJUBA/PRKD1/FERMT2/CALM1/AKT1/RASGRP1/THBS1/TYRO3/MAP2K1/IQGAP1/ARRDC4/IGF1R/MLST8/PDPK1/EMP2/PARN/GPRC5B/TAOK2/NOD2/VAC14/TRAF4/SRCIN1/CDC6/MAPT/ITGB3/TOM1L1/ACE/POLG2/GPRC5C/MALT1/TNFRSF11A/MAP2K2/PIN1/AXL/TGFB1/CALM3/UBE2S/ANGPT4/CDC25B/PRNP/BMP2/TPX2/STK4/SDC4/PTPN1/CASS4/EEF1A2/UBE2L3/MAPK1/CARD10/PDGFB/MAGED1/MAGEA2B/MAGEA2",157
"GO:0031952","GO:0031952","regulation of protein autophosphorylation","21/3609","40/14366",0.000184214235388786,0.0124278395231646,0.0104901056079308,"ERRFI1/CALM2/RAP2B/MOB1B/PDGFC/VEGFC/ENPP1/PDGFA/GPNMB/NBN/TESK1/MRE11/CALM1/CHP1/IQGAP1/TAOK2/TOM1L1/ACE/CALM3/PDGFB/RAP2C",21
"GO:0048066","GO:0048066","developmental pigmentation","21/3609","40/14366",0.000184214235388786,0.0124278395231646,0.0104901056079308,"ZEB2/MITF/USP13/KIT/SLC45A2/ENPP1/RAB32/GLI3/RAB38/TYR/ADAMTS20/CD63/EDNRB/DCT/OCA2/RAB27A/AP3D1/BLOC1S3/HPS4/SOX10/GPR143",21
"GO:0001666","GO:0001666","response to hypoxia","94/3609","269/14366",0.000184325500572385,0.0124278395231646,0.0104901056079308,"GNB1/MTOR/AGTRAP/PLOD1/HP1BP3/SLC9A1/OPRD1/SLC2A1/PLK3/TGFBR3/USF1/ATP1B1/ADORA1/MDM4/KCNK2/TGFB2/CAPN2/ADAM17/DPP4/SCN2A/PDK1/VHL/TGFBR2/CPEB2/NDNF/VEGFC/TERT/ITGA2/EDN1/PPARD/CITED2/TWIST1/AQP1/KCND2/PTN/HIPK2/LOXL2/STC1/SFRP1/UBQLN1/ALAD/SLC2A8/PLAU/KCNMA1/ANKRD1/ADAM8/ADM/VEGFB/NOX4/CASP1/CARD16/CRYAB/HYOU1/ETS1/APOLD1/ITPR2/SLC11A2/HSP90B1/MMP14/AJUBA/HIF1A/ZFP36L1/PGF/AKT1/THBS1/SMAD3/CPEB1/HMOX2/ABAT/NOL3/ALKBH5/NF1/CYGB/P4HB/GATA6/SMAD4/PMAIP1/PIN1/WTIP/RYR1/SIRT2/XRCC1/ANGPT4/BMP2/TM9SF4/ADA/S100B/HMOX1/EP300/ATP7A/MECP2/ND4/ND5/CYTB",94
"GO:0072028","GO:0072028","nephron morphogenesis","30/3609","65/14366",0.000184508880292717,0.0124278395231646,0.0104901056079308,"PBX1/AGT/KIF26B/STAT1/PKD2/FGF2/ADAMTS16/FOXD1/FGF1/PDGFRB/GLI3/EYA1/GATA3/DCHS1/WT1/SIX1/SIX4/FMN1/SOX8/SALL1/LHX1/WNK4/HOXB7/NOG/SOX9/SMAD4/BMP2/LAMA5/LIF/MAGED1",30
"GO:0048706","GO:0048706","embryonic skeletal system development","44/3609","107/14366",0.000196883115341572,0.0131106256352456,0.0110664325238044,"COL11A1/SLC39A1/PBX1/PRRX1/WNT9A/ACVR2A/DLX1/HOXD4/SATB2/TGFBR2/SETD2/SHOX2/NIPBL/RUNX2/MTHFD1L/TWIST1/HOXA2/HOXA3/HOXA5/GLI3/EYA1/OSR2/EXT1/PCSK5/TGFBR1/TULP3/HOXC4/ALX1/CHST11/MMP14/SIX1/SIX4/SMAD3/XYLT1/LHX1/HOXB2/HOXB7/MBTD1/NOG/EIF4A3/SMAD2/SLC39A3/SLC2A10/TBX1",44
"GO:0035304","GO:0035304","regulation of protein dephosphorylation","35/3609","80/14366",0.000208544894830032,0.0137311582438651,0.0115902124282238,"CAMTA1/MTOR/PPP1R8/GBA/TIPRL/ADORA1/PPP1R15B/FKBP1B/CALM2/GNAI2/GSK3B/HTT/PDGFRB/PPP1R11/PPP2R5D/DLC1/IKBKB/NSMF/MASTL/SMPD1/SWAP70/HSP90B1/NUAK1/LGALS3/CALM1/PPP4R4/PPP1R1B/ROCK1/PIN1/TGFB1/CALM3/PPP1R15A/PPP6R1/YWHAB/RCAN1",35
